foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
GigaSSL,binarymicrosatellite_instabilityUCECMSI-H (MANTIS >0.4),binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),GigaSSL__microsatellite_instability__UCEC__MSI-H_MANTIS_0.4_,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.593304746126109,0.632258064516129,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binarymicrosatellite_instability_sensitivityCOADMSI-H strict (MANTIS >0.6),binary,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),GigaSSL__microsatellite_instability_sensitivity__COAD__MSI-H_strict_MANTIS_0.6_,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.778278503830554,0.850777377196936,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binarymicrosatellite_instability_sensitivitySTADMSI-H strict (MANTIS >0.6),binary,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),GigaSSL__microsatellite_instability_sensitivity__STAD__MSI-H_strict_MANTIS_0.6_,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.738223822382238,0.793639363936394,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binarymicrosatellite_instability_sensitivityUCECMSI-H strict (MANTIS >0.6),binary,microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),GigaSSL__microsatellite_instability_sensitivity__UCEC__MSI-H_strict_MANTIS_0.6_,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,,0.570925725360543,0.57760930285584,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayBLCATP53,binary,oncogenic_pathway,BLCA,TP53,GigaSSL__oncogenic_pathway__BLCA__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.586589019320127,0.644534115920763,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayCOADMYC,binary,oncogenic_pathway,COAD,MYC,GigaSSL__oncogenic_pathway__COAD__MYC,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,,0.541683959327661,0.535121394480183,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayCOADTP53,binary,oncogenic_pathway,COAD,TP53,GigaSSL__oncogenic_pathway__COAD__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.685953177257525,0.749122073578595,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayGBMTP53,binary,oncogenic_pathway,GBM,TP53,GigaSSL__oncogenic_pathway__GBM__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.55622009569378,0.625996810207337,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayHNSCTP53,binary,oncogenic_pathway,HNSC,TP53,GigaSSL__oncogenic_pathway__HNSC__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.616153846153846,0.694807692307692,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayKIRPCell Cycle,binary,oncogenic_pathway,KIRP,Cell Cycle,GigaSSL__oncogenic_pathway__KIRP__Cell_Cycle,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.654367011564212,0.754412659768716,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLGGCell Cycle,binary,oncogenic_pathway,LGG,Cell Cycle,GigaSSL__oncogenic_pathway__LGG__Cell_Cycle,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.579523679167807,0.616278857559996,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLGGHIPPO,binary,oncogenic_pathway,LGG,HIPPO,GigaSSL__oncogenic_pathway__LGG__HIPPO,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.69367271974753,0.803559418490351,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLGGRTK RAS,binary,oncogenic_pathway,LGG,RTK RAS,GigaSSL__oncogenic_pathway__LGG__RTK_RAS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.637690002140869,0.70458146007279,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLGGTGF-Beta,binary,oncogenic_pathway,LGG,TGF-Beta,GigaSSL__oncogenic_pathway__LGG__TGF-Beta,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.643589743589744,0.713193074731536,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLGGTP53,binary,oncogenic_pathway,LGG,TP53,GigaSSL__oncogenic_pathway__LGG__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.762373667451198,0.836044579814482,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLGGWNT,binary,oncogenic_pathway,LGG,WNT,GigaSSL__oncogenic_pathway__LGG__WNT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.709716466739368,0.789312977099237,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLIHCCell Cycle,binary,oncogenic_pathway,LIHC,Cell Cycle,GigaSSL__oncogenic_pathway__LIHC__Cell_Cycle,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.567496640913672,0.624622102788042,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLIHCTP53,binary,oncogenic_pathway,LIHC,TP53,GigaSSL__oncogenic_pathway__LIHC__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.631987577639752,0.670615750325895,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLIHCWNT,binary,oncogenic_pathway,LIHC,WNT,GigaSSL__oncogenic_pathway__LIHC__WNT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,,0.55482391782832,0.559501100513573,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLUADTP53,binary,oncogenic_pathway,LUAD,TP53,GigaSSL__oncogenic_pathway__LUAD__TP53,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.648026722751454,0.679326982555982,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,binaryoncogenic_pathwayLUSCNRF2,binary,oncogenic_pathway,LUSC,NRF2,GigaSSL__oncogenic_pathway__LUSC__NRF2,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,,0.591123233325068,0.604512769650384,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
