outcome_type,family,endpoint,source,definition_group,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,expected_measurement_error,biological_interpretation,equivalence_caveat,source_reference,same_histology_modality
continuous,thorsson,CTA Score,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",CTA Score transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,IFN-gamma Response,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",IFN-gamma Response transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Lymphocyte Infiltration Signature Score transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Macrophage Regulation,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Macrophage Regulation transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Proliferation,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Proliferation transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,TGF-beta Response,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",TGF-beta Response transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Th1 Cells,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Th1 Cells transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Th17 Cells,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Th17 Cells transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Th2 Cells,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Th2 Cells transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
continuous,thorsson,Wound Healing,Thorsson2018_PanImmune_MS,RNA-expression signature,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,Published PanImmune gene-expression signature scoring on bulk RNA-seq; gene set and scoring definition follow Thorsson et al.,Source signature score; not a physical unit,None; source value used as supplied,"Affected by RNA quality, library normalisation, tumour composition, gene-set choice and batch; no technical-replicate error estimate was supplied",Wound Healing transcriptional programme score,"Not a directly measured protein, immune-cell count or certified biomarker",Thorsson et al. 2018 (10.1016/j.immuni.2018.03.023),FALSE
