target_id,outcome_type,family,subfamily,tumor_type,endpoint,source,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,analysed_patients,positive,negative,embedding_cohort_patients,missing_patients,missing_percent,expected_measurement_error,biological_interpretation,equivalence_caveat,same_histology_modality,source_reference,definition_group
binary::driver_mutation::BLCA::NFE2L2,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,NFE2L2,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,24,360,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NFE2L2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::PIK3CA,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,PIK3CA,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,82,302,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PIK3CA variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::RB1,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,RB1,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,73,311,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RB1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::RHOB,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,RHOB,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,24,360,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RHOB variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::RXRA,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,RXRA,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,21,363,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RXRA variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::SF3B1,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SF3B1,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,22,362,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SF3B1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::SPTAN1,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SPTAN1,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,45,339,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering SPTAN1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::STAG2,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,STAG2,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,53,331,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering STAG2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::TP53,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TP53,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,185,199,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TP53 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::TSC1,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TSC1,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,34,350,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering TSC1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BLCA::ZFP36L1,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ZFP36L1,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,384,25,359,386,2,0.518134715025907,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering ZFP36L1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BRCA::AKT1,binary,driver_mutation,Bailey_tissue_specific_driver,BRCA,AKT1,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,981,21,960,1054,73,6.92599620493359,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering AKT1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
binary::driver_mutation::BRCA::ARID1A,binary,driver_mutation,Bailey_tissue_specific_driver,BRCA,ARID1A,TCGA_MC3_Bailey2018,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,981,26,955,1054,73,6.92599620493359,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering ARID1A variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",FALSE,MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),Gene-specific somatic mutation
